Id,SalePrice
780,179149.76647750768
783,242568.70337998535
790,123697.31349774457
795,78358.0771539071
796,134490.36016744064
797,166482.3301702328
798,121040.54805106034
804,202430.01713163382
805,212985.74085309418
806,217994.6911523039
808,136625.42546015867
814,173105.6421828231
818,318229.4776536918
821,305697.1359179611
822,335440.3338806472
825,267747.15696042374
827,220904.23034202342
830,193993.20559801918
834,233801.94560011555
835,198160.61891122203
842,137756.55639104417
845,207397.3333437523
852,204328.67175332404
857,132321.68915957963
858,125489.62061625913
859,141643.45323086315
860,125682.75253554019
861,123644.14920900138
864,242130.382100132
868,189415.27969356015
869,200106.8199732739
872,277206.9804971073
873,206748.67265716384
885,122992.80674528079
890,116956.80111163067
895,103532.88232835187
899,69805.88089905772
906,129714.85281508465
918,157028.45758756745
923,148477.81809087584
925,144829.955003244
927,143914.47090382583
932,197844.0576720629
933,112277.73852903186
934,144671.5956229523
942,81870.86119972431
947,230744.94982420243
948,260364.42753512255
951,155386.55311913404
957,383239.29715702904
958,347397.518480267
959,244774.6013138698
963,183643.2554842735
967,203448.49471695995
968,336320.1289680058
971,160362.00534246725
972,181820.620605205
976,91395.84675655025
978,83608.33814770958
979,94905.56060432634
984,115555.59925922452
986,160538.94145307058
991,215743.0609788138
996,217811.86617772773
1001,284766.4189623259
1007,200144.1367510981
1008,182503.99145810818
1009,269095.45689339517
1014,180388.41733343602
1022,198005.37791667937
1024,178224.0480100429
1027,125044.98175973273
1030,162495.83947467574
1032,146518.40028814477
1035,149608.20587145502
1042,111736.1033460176
1047,134850.56973445922
1050,103091.05876519697
1055,295701.89646559954
1059,397996.7334705527
1061,375525.4038544048
1064,437974.137462992
1077,241846.3223009865
1081,226999.8415404839
1092,239232.12645468698
1093,198552.77742736458
1095,213108.17900223722
1099,298331.29742861073
1101,304958.7813342037
1103,303405.1643398602
1109,272565.4423713592
1112,214259.72738031513
1113,230033.1928260259
1114,235851.8523779412
1116,225097.1688218565
1117,223696.6749117265
1119,264944.0458749902
1121,212246.55693949937
1122,213872.48934726598
1125,262867.35265532933
1137,167728.13635090273
1142,201499.1323280222
1144,191437.7704627361
1145,190514.12968267855
1147,178776.41458766456
1148,187820.23971958517
1149,162310.6759370014
1150,135491.83891679824
1153,114552.03217032104
1154,105280.62234886168
1159,361112.12410608825
1161,176950.9607107575
1167,167126.61932474872
1171,265331.7939457603
1174,193892.79533022988
1188,172471.43898771048
1189,166039.90934345583
1191,149539.12914364578
1195,144166.5531629105
1199,164358.20105266466
1201,193339.64833404016
1204,197000.7691373798
1211,150826.38919481004
1214,178797.36369858342
1219,139716.81834360323
1220,55391.60499378442
1227,183918.72378075178
1229,215879.3730932874
1231,132362.1777576032
1234,199704.96567059564
1235,120297.5204859709
1239,156531.1195146978
1240,159030.83115580643
1241,172699.7386360682
1246,111290.95964899696
1249,187119.4824362132
1250,136579.42153917637
1252,161285.91171468826
1259,188680.07082034223
1267,124741.31808577503
1269,114909.48505307549
1270,130003.19876972213
1272,108915.1977816243
1274,150575.31993292065
1276,136823.3338968538
1279,149110.29226373797
1281,172736.28856446999
1286,157021.79205661337
1287,122276.16012492958
1290,64064.62940063112
1291,135027.40563449985
1297,168899.51126910804
1302,137352.95132042305
1303,38688.48854581796
1312,99557.31554606845
1315,99353.55446471041
1322,32187.08030292095
1327,90193.15463134584
1331,132531.38877313823
1333,108593.18448530776
1334,130036.43087862278
1336,130302.73065328934
1341,149090.7642820391
1344,86076.54568693815
1347,117288.14409673249
1348,185510.31998713032
1353,170981.78722625278
1355,131442.21539330098
1356,133137.93371173617
1357,188367.49794223695
1361,121572.12127030546
1364,115782.81693400811
1368,108464.4512614762
1369,93143.08635162906
1371,134686.18843873273
1373,134126.30996773337
1374,144254.26842105226
1387,120055.56299352553
1388,99300.97344663128
1392,154482.30407620376
1394,142512.06332967454
1406,160459.66675962936
1407,241364.23286220082
1408,184617.0236498806
1409,171346.20978279662
1411,150185.80436733938
1412,114474.99022296211
1413,118348.4099274391
1414,131112.01661056298
1425,230640.6892113933
1430,198497.12423816425
1431,232701.8463302094
1435,222158.48376576812
1441,212688.17906592565
1444,220167.8141089422
1445,123533.59904039696
1446,129224.19792461066
1452,112064.60728609683
1453,113314.64890001573
1456,227928.67816716072
1457,214125.48423888395
1460,250819.2731864115
1463,250071.28414336423
1468,213593.2745155052
1471,216905.96024813916
1474,203323.0307368256
1475,183873.43562905223
1476,203020.6469439437
1478,212814.35472924588
1482,150830.3971205056
1483,164959.2362333792
1484,154941.73787250172
1485,174411.42077597286
1496,161462.8633692997
1497,147278.08081065334
1500,155293.47406852036
1506,152970.19436343835
1507,115812.05640088634
1509,126109.7098694558
1510,140282.08074802565
1513,106936.25734915303
1517,126502.45915665478
1518,182093.1457893707
1523,215337.49073316003
1524,131582.40435165423
1526,152818.77011989767
1529,175668.58821049242
1531,172187.04940874787
1535,128574.4710750599
1536,139032.7171643408
1538,333477.43008751585
1540,241830.065136442
1543,113242.82817644952
1545,105855.6212425296
1546,112989.99421005716
1557,92320.80177737244
1558,122495.51966896272
1559,79526.48439807747
1563,264589.2725153427
1568,161033.82817191165
1571,349543.5171501554
1578,167121.85608747887
1579,222085.45263078428
1584,245822.85380031547
1586,285067.5038254371
1604,121698.19723760623
1606,153615.7779687735
1610,179987.36693310557
1611,168406.8733009325
1618,166180.6370435333
1623,191819.13269421342
1624,176675.92224600504
1628,192442.3575017259
1633,255777.16118959108
1645,166487.20035775803
1649,209477.6105831418
1652,158471.80095357227
1653,151878.28611743342
1656,151507.63143668615
1662,179796.7250052339
1668,104437.59635247113
1670,105286.64379766236
1672,104233.40319119692
1673,167103.21097744166
1674,182761.70374348658
1677,108156.03501084815
1678,144580.55072578404
1679,111428.24147517794
1685,377782.18768533436
1692,418087.4993068997
1693,351635.9444316657
1696,422511.0531401623
1709,334380.09100664256
1711,318390.4643477778
1717,226856.52500488996
1718,219674.40976174676
1721,249551.27420341724
1722,238182.0086956683
1725,341503.6585720182
1726,250772.243139154
1730,187188.32759424308
1731,184697.9900580189
1733,201593.61677163458
1737,194014.70715199498
1746,229119.11368076268
1747,207583.94629275744
1748,215220.96079695428
1749,218457.36061791301
1760,182662.76473068446
1761,468222.10284245096
1762,329603.0203429591
1768,501363.4273184533
1769,262613.21847327426
1770,296170.72782254784
1776,193427.18075529687
1781,372112.6405426791
1785,299305.5755838928
1792,203208.13208606685
1798,253621.26448647672
1812,179999.30408997723
1814,227256.36580855606
1817,130926.33222623967
1818,179474.99090524967
1822,125374.98614111626
1823,124228.31076317423
1829,246743.36957463576
1838,214309.54547034405
1845,173161.11132208843
1851,186371.78737130004
1855,252734.33768775052
1856,194583.023394137
1858,216740.3200635282
1865,204129.77134485362
1866,158404.21246751302
1867,167047.27822948922
1868,189696.97298554098
1876,132972.64201451483
1878,149575.820442438
1879,143613.23337613032
1882,138510.0325923728
1883,111087.12334623285
1887,97692.75724502669
1895,142380.2295587392
1898,150595.50870002265
1904,55792.18253861478
1908,137568.26535836735
1917,134459.27963194135
1918,107776.32716478549
1920,130212.03530565795
1922,122260.22507474877
1923,162420.40235184852
1931,162978.2913322344
1935,130077.72348978961
1936,117606.28767670614
1939,131762.9066274042
1943,115494.10712781384
1944,120966.16964303763
1946,254564.2485336949
1952,118108.38850155294
1954,108066.55639306277
1958,124770.74888567741
1964,139384.77563442226
1966,137736.298038017
1969,107289.20659502975
1977,76868.5431754496
1980,78007.22892220739
1984,93723.29910646965
1985,76333.15982510288
1988,88245.23429568022
1989,111519.38128151804
1991,125400.0156993935
1992,109154.64721419054
1997,114144.58418235267
1999,204946.26214465778
2003,101315.45501959432
2005,124772.18949737522
2010,137484.44693867431
2012,131186.39022676437
2016,141086.2966252674
2017,115086.348640866
2022,165680.60556297415
2023,154325.19485423274
2035,141633.7181443466
2036,181903.40442871765
2040,111246.56342706466
2042,147777.86176234263
2043,78619.524851779
2055,143435.15406991204
2056,103348.50245968813
2059,109063.21029079097
2064,119825.08504331758
2066,216764.45528994699
2070,162557.5007504368
2071,85655.09801141889
2078,224444.2584292326
2080,158028.1333184061
2085,121520.95953157842
2089,153060.68570421299
2090,193041.123632964
2092,229245.11791701935
2094,257828.12506737167
2095,210550.10177347297
2098,336164.9087732121
2099,243344.7129707826
2103,242145.57295227054
2120,143499.12443140068
2122,170825.18993965996
2123,176981.23714140672
2134,190126.07768412778
2135,120426.75569382877
2136,132988.96575422626
2143,173697.71657020863
2145,243662.24467987986
2146,232375.7169289079
2148,194536.87218302616
2155,253110.65533864114
2156,236253.9269880677
2157,146231.94826435274
2159,208869.88435803112
2161,191379.17831741623
2164,194665.26716603932
2165,184589.06353611615
2169,152612.3731876
2171,130958.70900379027
2180,165726.19376470576
2182,488855.3918942332
2184,134888.1122939729
2185,74141.60417256191
2188,84558.76926197852
2191,119410.10809364927
2192,90529.77379678437
2196,182445.1356581095
2198,93611.87649573915
2204,165841.62159523027
2210,174253.82919163682
2213,159529.3737532762
2215,261569.05146529706
2219,230990.159007099
2221,215572.90569284762
2224,196890.9489045346
2228,180975.58666867047
2232,112575.03958223668
2239,111627.6314569842
2246,257343.51379756426
2247,253911.41472476345
2249,157148.0993488065
2251,181563.11195925117
2254,136636.81361173434
2256,209568.36983235422
2259,228390.2753204779
2263,267751.6390562226
2266,204480.38988481186
2271,201564.768853042
2274,218190.51764671982
2275,300178.3164301065
2280,170465.26571833453
2281,177914.2294907537
2291,92362.55934338027
2292,169749.95859319103
2295,210249.33244826147
2297,99402.85366148618
2299,108914.56040264887
2302,126658.04318559788
2303,120163.19042793856
2304,115697.44368651204
2308,183646.96032870718
2312,225636.94774091974
2314,175037.29880073073
2315,186918.76073372544
2316,208673.6092863782
2320,249669.86882428647
2321,276107.9109161286
2322,261157.77153912306
2325,171649.3335133791
2336,418479.18687766104
2340,344298.4233140466
2341,316176.8378415424
2342,426808.15837023885
2345,224180.47578581356
2346,195771.59912309417
2347,164573.64230349316
2354,253000.47414051893
2357,184615.37762046975
2359,145771.89661770037
2360,143588.10219849367
2361,100353.4259761232
2362,84259.8331621618
2366,123446.22068098054
2367,100236.31403526827
2370,111103.86539073399
2373,110659.3386045342
2376,128154.50952065279
2378,152382.57995536726
2382,272487.4480120153
2387,331416.994599161
2392,387211.41022402525
2395,361707.77399903553
2396,381193.7206495103
2397,318675.34742673254
2399,383280.5054837029
2401,409945.6434362725
2402,316807.7222686012
2407,224751.60156246298
2411,186876.45668657002
2414,220817.25503812675
2418,262214.99116883206
2419,191726.26506595014
2424,174960.78203410414
2427,197478.2285704347
2430,228334.89114925376
2439,202457.6292933339
2441,233496.97940249403
2442,219751.89177371716
2446,448780.08580634114
2447,387372.7550407988
2452,327194.8589735158
2457,341123.16955740016
2458,262350.94458923285
2462,348339.25089142483
2465,198740.26305502557
2467,199424.3413064531
2473,150445.56890939345
2478,188903.10549730185
2479,168002.16937247542
2482,157257.02295170707
2485,123939.31976009063
2488,156056.57597779002
2494,118264.8151786674
2500,275133.5845844168
2509,163425.01229605434
2512,190161.88635363037
2514,166354.73983551655
2515,200411.17915103908
2516,210904.68062924154
2518,164202.4475817594
2519,219103.30925122535
2520,188186.62952784117
2527,177969.0671057712
2532,137327.8502670787
2538,121140.82183890181
2539,149623.60996760297
2543,121132.053657205
2551,134912.5446244948
2554,122087.59204561898
2555,108399.38638731597
2557,96590.86090793807
2561,125026.19391450296
2563,160273.79740846064
2564,145572.87742688757
2570,109056.46334775224
2571,276551.62042727385
2576,141976.55116641405
2582,161877.5650437246
2584,154283.57053457864
2587,129474.53447390227
2589,131370.99033409727
2591,232668.8309976881
2597,108241.50902751627
2602,152494.9944595465
2605,167854.69243917856
2610,173962.957465429
2611,130341.28253526619
2614,130462.911798571
2616,190254.18701669967
2617,162787.30162482493
2620,147927.27988324157
2623,88015.11862028226
2631,144674.19887390753
2638,118195.91713246245
2639,103712.554301009
2645,126644.32981416784
2647,66625.08507024494
2648,131468.09610903403
2650,100773.68995232001
2652,117156.47696183524
2656,111031.25017967567
2658,131552.30910066233
2661,189290.00154421924
2665,147458.33816186246
2673,156203.60173244617
2678,93410.08673026928
2679,88234.55861351527
2680,53792.46683977854
2685,97263.48118325425
2695,124755.17092519689
2698,95519.11255509293
2700,165934.1638853
2706,136808.4620831614
2708,137926.77876027708
2709,145711.42010149301
2711,129024.15328280204
2718,166757.49191320056
2719,162797.62448429293
2721,169532.25542463007
2725,166488.9939325851
2726,206206.26072588452
2732,206080.57762692226
2733,138259.5653160562
2739,180021.67372084092
2747,166064.31430226093
2751,216565.75816627225
2754,207961.97556983796
2755,224494.93553384987
2756,206772.59054349628
2758,217202.2195385591
2763,201302.98373247395
2764,234041.63198107798
2765,156718.50685378117
2766,187210.06810278317
2768,173351.9584090217
2781,215088.55791150636
2784,176112.38812841167
2785,139392.86928830968
2786,122250.36278655598
2796,215365.09602230188
2797,254408.47993555467
2801,225274.89819108142
2805,257057.63843635446
2806,194870.36294371155
2812,194215.1695605772
2817,138129.8375698769
2822,151522.83590195794
2825,251175.3245071034
2828,163193.1992802776
2831,141439.460642746
2843,132510.05171792195
2845,87426.29794070027
2847,171129.3647926525
2855,164846.53212352225
2856,146691.30686519842
2859,145924.99834640874
2865,176890.09495391604
2867,183603.77052364507
2869,189747.5008776209
2870,203050.79960309697
2874,137451.77038615197
2876,61707.1542968194
2889,161622.10434991025
2892,288458.2773581853
2895,217333.03926169605
2898,214604.42932608165
2901,285031.4477815614
2902,312887.9655702793
2908,130221.53108473583
2909,120549.98748208566
2916,161199.02463855458
2917,123770.24755105516
2919,70301.81302003423
2921,68090.51774981718
2922,189961.0906472258
2925,167057.8624620666
2928,117533.17563131658
